idd,t1,pr1,f1,f2,f3,o_o,pw1,re,x1,x2,x1r,x2r,z,a1
C3,21810,0.0182,50,50,50,TRUE,500,28.172,48.5,31,65,23.8,2.82 - 62.3j,202.8
C3,21919,0.0183,50,50,50,TRUE,500,26.456,48.5,31,64.9,23.8,2.82 - 62.3j,202.8
C3,22031,0.0183,50,50,50,TRUE,500,27.58,48.5,31,64.9,23.8,2.82 - 62.2j,202.2
C3,22141,0.0183,50,50,50,TRUE,500,26.08,48.5,31,64.9,23.8,2.82 - 62.2j,202.2
C3,22252,0.0182,50,50,50,TRUE,500,27.016,48.5,31,64.9,23.8,2.82 - 62.2j,202.2
C3,22363,0.0182,50,50,50,TRUE,0,27.016,48.6,30.8,64.9,23.8,2.83 - 62.2j,201
C3,22484,0.0182,50,50,50,TRUE,0,0,48.6,30.8,64.9,23.8,2.83 - 62.2j,201
C3,22582,0.0182,50,50,50,TRUE,0,0,48.6,30.8,64.9,23.8,2.83 - 62.2j,201
C3,22694,0.0182,50,50,50,TRUE,0,0,48.6,30.8,64.9,23.8,2.83 - 62.2j,201
C3,22805,0.0182,50,50,50,TRUE,0,0,48.6,30.8,64.9,23.8,2.83 - 62.2j,201
C3,22902,0.0182,50,50,50,TRUE,0,0,48.6,30.8,64.9,23.8,2.83 - 62.2j,201
C3,23026,0.0182,50,50,50,TRUE,0,0,48.6,30.8,64.9,23.8,2.83 - 62.2j,201
C3,23131,0.0182,50,50,50,TRUE,0,0,48.6,30.8,64.9,23.8,2.83 - 62.2j,201
C3,23243,0.0182,50,50,50,TRUE,0,0,48.6,30.8,64.9,23.8,2.83 - 62.2j,201
C3,23338,0.0182,50,50,50,TRUE,0,0,48.6,30.8,64.9,23.8,2.83 - 62.2j,201
C3,23449,0.0182,50,50,50,TRUE,0,0,48.6,30.8,64.9,23.8,2.83 - 62.2j,201
C3,23559,0.0182,50,50,50,TRUE,0,0,48.6,30.8,64.9,23.8,2.83 - 62.2j,201
C3,23683,0.0182,50,50,50,TRUE,0,0,48.6,30.8,64.9,23.8,2.83 - 62.2j,201
C3,23782,0.0182,50,50,50,TRUE,0,0,48.6,30.8,64.9,23.8,2.83 - 62.2j,201
C3,23893,0.0182,50,50,50,TRUE,0,0,48.6,30.8,64.9,23.8,2.83 - 62.2j,201
C3,23994,0.0182,50,50,50,TRUE,0,0,48.6,30.8,64.9,23.8,2.83 - 62.2j,201
C3,24115,0.0182,50,50,50,TRUE,0,0,48.6,30.8,64.9,23.8,2.83 - 62.2j,201
C3,24212,0.0182,50,50,50,TRUE,0,0,48.6,30.8,48.6,30.8,2.83 - 62.2j,201
